03/10/2014,05:43:45.676,37.7,0.0,300,0
03/10/2014,05:43:45.676,37.7,37.73,300,600
03/10/2014,07:00:11.938,37.73,37.73,19,600
03/10/2014,07:00:13.948,37.73,37.0,19,16
03/10/2014,07:00:15.456,37.73,37.0,19,284
03/10/2014,07:00:23.983,37.73,37.0,98,284
03/10/2014,07:00:24.478,37.75,37.0,20,284
03/10/2014,07:00:26.498,37.75,37.0,40,284
03/10/2014,07:01:02.643,37.75,37.0,67,284
03/10/2014,07:01:04.644,38.0,37.0,14,284
03/10/2014,07:02:09.894,38.0,37.0,254,284
03/10/2014,07:04:14.357,38.5,37.0,400,284
03/10/2014,07:30:01.135,39.67,37.0,3700,284
03/10/2014,07:30:01.633,39.69,37.0,3700,284
03/10/2014,08:04:33.724,39.69,36.0,3700,400
03/10/2014,08:15:22.734,39.69,35.0,3700,1000
03/10/2014,08:30:40.769,39.69,35.0,3700,1600
03/10/2014,08:30:42.792,39.69,35.0,3700,2070
03/10/2014,08:37:26.318,39.44,35.0,3700,2070
03/10/2014,08:39:44.459,39.58,35.0,3700,2070
03/10/2014,08:42:53.604,39.58,34.5,3700,1300
03/10/2014,08:53:36.060,39.8,34.5,113,1300
03/10/2014,09:10:39.087,39.8,34.5,113,6300
03/10/2014,09:11:00.082,39.8,34.5,113,1300
03/10/2014,09:15:25.093,39.8,34.5,113,2950
03/10/2014,09:28:08.048,39.8,34.5,113,3210
03/10/2014,09:31:17.851,39.8,34.5,733,3210
03/10/2014,09:32:37.095,39.8,34.5,733,5710
03/10/2014,09:36:08.894,39.8,34.5,733,6010
03/10/2014,09:37:26.753,40.73,34.5,1297,6010
03/10/2014,09:44:38.356,40.73,34.5,1297,7010
03/10/2014,09:45:18.005,40.73,34.5,1297,6710
03/10/2014,09:45:32.057,40.73,34.5,1297,6920
03/10/2014,09:52:07.100,40.73,34.12,1297,13021
03/10/2014,09:54:32.157,40.73,34.5,1297,6920
03/10/2014,09:54:41.681,40.73,34.12,1297,6510
03/10/2014,09:59:09.714,40.73,34.5,1297,6920
03/10/2014,09:59:15.246,40.73,34.08,1297,6510
03/10/2014,10:00:04.498,36.77,34.08,1000,6510
03/10/2014,10:00:04.498,36.77,36.78,1000,16228
03/10/2014,10:00:04.962,36.77,36.78,415,16228
03/10/2014,10:00:05.929,36.77,36.78,573,16228
03/10/2014,10:00:05.929,36.77,36.78,573,17996
03/10/2014,10:00:06.430,36.77,36.78,573,18009
03/10/2014,10:00:07.005,36.77,36.78,588,18009
03/10/2014,10:00:07.474,36.77,36.78,599,18009
03/10/2014,10:00:08.053,36.77,36.78,985,18009
03/10/2014,10:00:08.053,36.77,36.78,985,18156
03/10/2014,10:00:08.444,36.77,36.78,970,18156
03/10/2014,10:00:09.013,36.75,36.78,18522,18156
03/10/2014,10:00:09.013,36.75,36.77,18522,273
03/10/2014,10:00:09.462,36.75,36.77,18222,273
03/10/2014,10:00:10.027,36.75,36.77,18222,409
03/10/2014,10:00:10.477,36.75,36.77,17822,409
03/10/2014,10:00:10.477,36.75,36.78,17822,15212
03/10/2014,10:00:11.040,36.75,36.78,17822,17867
03/10/2014,10:00:13.006,36.75,36.78,16822,17867
03/10/2014,10:00:15.018,36.75,36.77,16822,1000
03/10/2014,10:00:15.530,36.74,36.77,15,1000
03/10/2014,10:00:15.530,36.74,36.75,15,2963
03/10/2014,10:00:16.017,36.72,36.75,3000,2963
03/10/2014,10:00:16.017,36.72,36.74,3000,403
03/10/2014,10:00:16.474,36.72,36.74,3000,604
03/10/2014,10:00:18.516,36.72,36.74,3000,751
03/10/2014,10:00:19.028,36.72,36.75,3000,6974
03/10/2014,10:00:19.592,36.72,36.75,3000,8239
03/10/2014,10:00:22.555,36.72,36.73,3000,5000
03/10/2014,10:00:22.999,36.72,36.73,3000,7500
03/10/2014,10:00:24.571,36.72,36.73,3000,10030
03/10/2014,10:00:25.021,36.72,36.73,2001,10030
03/10/2014,10:00:25.021,36.72,36.73,2001,7500
03/10/2014,10:00:26.522,36.73,36.73,2501,7500
03/10/2014,10:00:26.522,36.73,36.75,2501,2963
03/10/2014,10:00:27.077,36.73,36.75,4132,2963
03/10/2014,10:00:27.077,36.73,36.75,4132,4444
03/10/2014,10:00:27.571,36.73,36.75,4132,3444
03/10/2014,10:00:28.529,36.73,36.75,4132,2644
03/10/2014,10:00:34.554,36.73,36.75,3974,2644
03/10/2014,10:00:34.554,36.73,36.75,3974,144
03/10/2014,10:00:35.057,36.73,36.75,3813,144
03/10/2014,10:00:35.057,36.73,36.75,3813,165
03/10/2014,10:00:35.574,36.74,36.75,2000,165
03/10/2014,10:00:35.574,36.74,36.75,2000,164
03/10/2014,10:00:37.130,36.74,36.75,3631,164
03/10/2014,10:00:38.658,36.74,36.75,3768,164
03/10/2014,10:00:39.661,36.73,36.75,2182,164
03/10/2014,10:00:39.661,36.73,36.75,2182,4631
03/10/2014,10:00:40.076,36.73,36.75,2182,5131
03/10/2014,10:00:40.675,36.73,36.75,147,5131
03/10/2014,10:00:40.675,36.73,36.75,147,4610
03/10/2014,10:00:41.134,36.73,36.74,147,203
03/10/2014,10:00:41.632,36.73,36.74,147,304
03/10/2014,10:00:43.090,36.73,36.74,147,312
03/10/2014,10:00:45.650,36.73,36.74,147,339
03/10/2014,10:00:46.145,36.73,36.74,147,1585
03/10/2014,10:00:46.640,36.73,36.74,147,2202
03/10/2014,10:00:47.106,36.73,36.74,147,2203
03/10/2014,10:00:48.598,36.72,36.74,2000,2203
03/10/2014,10:00:48.598,36.72,36.73,2000,6114
03/10/2014,10:00:49.153,36.72,36.73,2000,8540
03/10/2014,10:00:49.683,36.72,36.73,2000,9171
03/10/2014,10:00:50.170,36.72,36.73,2000,9121
03/10/2014,10:00:50.663,36.72,36.73,2000,9324
03/10/2014,10:00:51.157,36.72,36.73,2000,4521
03/10/2014,10:00:54.640,36.72,36.73,2000,4526
03/10/2014,10:00:56.641,36.72,36.73,2000,3484
03/10/2014,10:00:58.639,36.72,36.73,1797,3484
03/10/2014,10:00:58.639,36.72,36.73,1797,3281
03/10/2014,10:01:00.204,36.71,36.73,10132,3281
03/10/2014,10:01:00.204,36.71,36.72,10132,9422
03/10/2014,10:01:00.690,36.71,36.72,10132,9628
03/10/2014,10:01:01.206,36.7,36.72,1829,9628
03/10/2014,10:01:01.206,36.7,36.72,1829,14339
03/10/2014,10:01:01.700,36.7,36.72,1829,14442
03/10/2014,10:01:03.158,36.7,36.72,1824,14442
03/10/2014,10:01:03.158,36.7,36.72,1824,14236
03/10/2014,10:01:04.210,36.7,36.72,1932,14236
03/10/2014,10:01:05.768,36.68,36.72,1135,14236
03/10/2014,10:01:05.768,36.68,36.69,1135,354
03/10/2014,10:01:06.223,36.68,36.69,535,354
03/10/2014,10:01:06.223,36.68,36.69,535,573
03/10/2014,10:01:06.779,36.68,36.7,535,26138
03/10/2014,10:01:07.230,36.65,36.7,10075,26138
03/10/2014,10:01:07.736,36.65,36.7,10075,26251
03/10/2014,10:01:08.232,36.65,36.7,11476,26251
03/10/2014,10:01:08.232,36.65,36.7,11476,23788
03/10/2014,10:01:08.781,36.65,36.7,11749,23788
03/10/2014,10:01:08.781,36.65,36.68,11749,335
03/10/2014,10:01:09.232,36.65,36.68,11750,335
03/10/2014,10:01:09.232,36.65,36.68,11750,167
03/10/2014,10:01:09.745,36.65,36.68,11750,58
03/10/2014,10:01:10.238,36.65,36.68,2431,58
03/10/2014,10:01:10.238,36.65,36.68,2431,66
03/10/2014,10:01:10.784,36.65,36.7,2431,14620
03/10/2014,10:01:11.235,36.65,36.7,1,14620
03/10/2014,10:01:11.235,36.65,36.7,1,12282
03/10/2014,10:01:11.752,36.65,36.7,1,16854
03/10/2014,10:01:13.231,36.65,36.69,1,3556
03/10/2014,10:01:14.246,36.65,36.69,1,4149
03/10/2014,10:01:15.271,36.64,36.69,1489,4149
03/10/2014,10:01:15.271,36.64,36.68,1489,800
03/10/2014,10:01:15.836,36.64,36.68,1626,800
03/10/2014,10:01:16.224,36.64,36.68,1626,1200
03/10/2014,10:01:17.264,36.64,36.68,1952,1200
03/10/2014,10:01:19.262,36.64,36.68,286,1200
03/10/2014,10:01:19.772,36.64,36.66,286,142
03/10/2014,10:01:20.284,36.64,36.66,286,213
03/10/2014,10:01:21.222,36.63,36.66,4733,213
03/10/2014,10:01:21.729,36.63,36.66,4733,863
03/10/2014,10:01:22.286,36.63,36.66,4733,1188
03/10/2014,10:01:25.820,36.63,36.66,4433,1188
03/10/2014,10:01:26.309,36.63,36.66,3969,1188
03/10/2014,10:01:29.264,36.63,36.65,3969,277
03/10/2014,10:01:29.754,36.63,36.65,3969,415
03/10/2014,10:01:30.281,36.63,36.65,2549,415
03/10/2014,10:01:30.770,36.62,36.65,1181,415
03/10/2014,10:01:30.770,36.62,36.65,1181,1065
03/10/2014,10:01:31.265,36.62,36.65,1181,1390
03/10/2014,10:01:32.281,36.62,36.64,1181,2371
03/10/2014,10:01:32.777,36.62,36.64,1181,3556
03/10/2014,10:01:33.808,36.62,36.64,1831,3556
03/10/2014,10:01:33.808,36.62,36.64,1831,274
03/10/2014,10:01:34.319,36.62,36.64,1831,1641
03/10/2014,10:01:34.788,36.63,36.64,2000,1641
03/10/2014,10:01:35.335,36.62,36.64,904,1641
03/10/2014,10:01:35.335,36.62,36.63,904,1286
03/10/2014,10:01:35.797,36.62,36.63,904,1947
03/10/2014,10:01:36.290,36.62,36.63,755,1947
03/10/2014,10:01:36.290,36.62,36.63,755,691
03/10/2014,10:01:37.278,36.62,36.63,755,661
03/10/2014,10:01:38.360,36.65,36.63,20486,661
03/10/2014,10:01:38.360,36.65,36.68,20486,1344
03/10/2014,10:01:38.805,36.65,36.68,20486,1894
03/10/2014,10:01:39.300,36.66,36.68,650,1894
03/10/2014,10:01:39.300,36.66,36.69,650,1008
03/10/2014,10:01:39.803,36.66,36.69,650,1757
03/10/2014,10:01:44.369,36.66,36.69,12787,1757
03/10/2014,10:01:47.867,36.7,36.69,19846,1757
03/10/2014,10:01:47.867,36.7,36.74,19846,1237
03/10/2014,10:01:48.430,36.7,36.73,19846,650
03/10/2014,10:01:48.886,36.7,36.73,20496,650
03/10/2014,10:01:48.886,36.7,36.74,20496,1291
03/10/2014,10:01:49.380,36.7,36.74,20496,1499
03/10/2014,10:01:50.403,36.71,36.74,650,1499
03/10/2014,10:01:50.403,36.71,36.74,650,43
03/10/2014,10:01:50.832,36.71,36.74,650,880
03/10/2014,10:01:59.872,36.7,36.74,1285,880
03/10/2014,10:01:59.872,36.7,36.74,1285,1093
03/10/2014,10:02:00.446,36.7,36.74,612,1093
03/10/2014,10:02:00.446,36.7,36.73,612,1450
03/10/2014,10:02:00.931,36.7,36.73,2385,1450
03/10/2014,10:02:00.931,36.7,36.73,2385,2175
03/10/2014,10:02:01.444,36.71,36.73,5000,2175
03/10/2014,10:02:01.444,36.71,36.73,5000,1525
03/10/2014,10:02:01.930,36.71,36.73,5139,1525
03/10/2014,10:02:02.929,36.71,36.73,6775,1525
03/10/2014,10:02:03.443,36.71,36.73,7475,1525
03/10/2014,10:02:03.885,36.71,36.73,7475,2117
03/10/2014,10:02:04.390,36.71,36.73,2033,2117
03/10/2014,10:02:04.390,36.71,36.73,2033,2600
03/10/2014,10:02:04.956,36.71,36.73,700,2600
03/10/2014,10:02:04.956,36.71,36.73,700,2812
03/10/2014,10:02:06.418,36.71,36.73,326,2812
03/10/2014,10:02:06.942,36.71,36.73,326,3325
03/10/2014,10:02:07.466,36.71,36.73,501,3325
03/10/2014,10:02:07.466,36.71,36.72,501,58
03/10/2014,10:02:07.963,36.71,36.72,127,58
03/10/2014,10:02:07.963,36.71,36.72,127,158
03/10/2014,10:02:09.022,36.7,36.72,253,158
03/10/2014,10:02:09.022,36.7,36.71,253,431
03/10/2014,10:02:09.970,36.7,36.71,253,646
03/10/2014,10:02:12.468,36.7,36.71,253,2901
03/10/2014,10:02:12.988,36.7,36.71,253,3157
03/10/2014,10:02:13.976,36.7,36.71,2253,3157
03/10/2014,10:02:14.481,36.73,36.71,25785,3157
03/10/2014,10:02:14.481,36.73,36.75,25785,3876
03/10/2014,10:02:14.933,36.73,36.75,3749,3876
03/10/2014,10:02:14.933,36.73,36.74,3749,2
03/10/2014,10:02:15.486,36.73,36.74,3749,9
03/10/2014,10:02:17.464,36.73,36.74,4356,9
03/10/2014,10:02:17.464,36.73,36.74,4356,208
03/10/2014,10:02:18.045,36.7,36.74,3318,208
03/10/2014,10:02:18.045,36.7,36.74,3318,962
03/10/2014,10:02:18.973,36.7,36.74,3318,1287
03/10/2014,10:02:20.518,36.7,36.73,3318,3000
03/10/2014,10:02:21.503,36.7,36.73,2699,3000
03/10/2014,10:02:21.503,36.7,36.73,2699,5761
03/10/2014,10:02:22.014,36.7,36.73,2699,6384
03/10/2014,10:02:22.501,36.7,36.73,2699,6391
03/10/2014,10:02:23.011,36.7,36.73,699,6391
03/10/2014,10:02:24.013,36.7,36.73,699,7135
03/10/2014,10:02:24.468,36.7,36.73,328,7135
03/10/2014,10:02:24.468,36.7,36.73,328,7507
03/10/2014,10:02:25.034,36.7,36.73,328,7413
03/10/2014,10:02:25.535,36.7,36.73,328,7425
03/10/2014,10:02:26.090,36.7,36.73,328,12425
03/10/2014,10:02:26.535,36.7,36.73,328,14884
03/10/2014,10:02:29.518,36.7,36.73,978,14884
03/10/2014,10:02:29.518,36.7,36.73,978,14614
03/10/2014,10:02:32.011,36.71,36.73,10001,14614
03/10/2014,10:02:32.011,36.71,36.73,10001,13964
03/10/2014,10:02:33.556,36.71,36.73,11401,13964
03/10/2014,10:02:34.572,36.71,36.73,12051,13964
03/10/2014,10:02:34.572,36.71,36.73,12051,2331
03/10/2014,10:02:35.040,36.71,36.73,12051,1446
03/10/2014,10:02:35.560,36.71,36.73,12051,2169
03/10/2014,10:02:36.542,36.72,36.73,650,2169
03/10/2014,10:02:36.542,36.72,36.74,650,1943
03/10/2014,10:02:37.075,36.72,36.74,279,1943
03/10/2014,10:02:37.075,36.72,36.74,279,1967
03/10/2014,10:02:40.033,36.73,36.74,1000,1967
03/10/2014,10:02:40.613,36.73,36.74,6000,1967
03/10/2014,10:02:43.102,36.73,36.74,5960,1967
03/10/2014,10:02:43.553,36.73,36.74,6012,1967
03/10/2014,10:02:44.619,36.73,36.74,7083,1967
03/10/2014,10:02:45.071,36.73,36.74,7083,3537
03/10/2014,10:02:45.635,36.74,36.74,5323,3537
03/10/2014,10:02:45.635,36.74,36.75,5323,4529
03/10/2014,10:02:46.092,36.74,36.75,5323,4667
03/10/2014,10:02:47.655,36.74,36.75,9775,4667
03/10/2014,10:02:49.066,36.74,36.75,10425,4667
03/10/2014,10:02:49.066,36.74,36.76,10425,3377
03/10/2014,10:02:50.627,36.74,36.76,12310,3377
03/10/2014,10:02:53.622,36.74,36.76,12310,3477
03/10/2014,10:02:58.660,36.74,36.76,12447,3477
03/10/2014,10:03:04.733,36.75,36.76,200,3477
03/10/2014,10:03:04.733,36.75,36.76,200,3467
03/10/2014,10:03:05.184,36.75,36.76,356,3467
03/10/2014,10:03:08.197,36.75,36.76,2144,3467
03/10/2014,10:03:09.671,36.76,36.76,6583,3467
03/10/2014,10:03:09.671,36.76,36.77,6583,1588
03/10/2014,10:03:10.268,36.76,36.77,5351,1588
03/10/2014,10:03:10.268,36.76,36.77,5351,3360
03/10/2014,10:03:10.718,36.76,36.77,5524,3360
03/10/2014,10:03:10.718,36.76,36.77,5524,3771
03/10/2014,10:03:13.730,36.78,36.77,14729,3771
03/10/2014,10:03:13.730,36.78,36.8,14729,2000
03/10/2014,10:03:14.181,36.78,36.8,12850,2000
03/10/2014,10:03:14.181,36.78,36.79,12850,137
03/10/2014,10:03:14.748,36.78,36.79,12848,137
03/10/2014,10:03:15.199,36.78,36.79,12847,137
03/10/2014,10:03:15.199,36.78,36.79,12847,205
03/10/2014,10:03:15.712,36.78,36.79,185,205
03/10/2014,10:03:17.226,36.78,36.79,249,205
03/10/2014,10:03:19.209,36.76,36.79,6067,205
03/10/2014,10:03:19.773,36.76,36.79,6001,205
03/10/2014,10:03:20.704,36.76,36.8,6001,6015
03/10/2014,10:03:21.267,36.76,36.8,5351,6015
03/10/2014,10:03:21.267,36.76,36.78,5351,408
03/10/2014,10:03:21.756,36.76,36.78,5354,408
03/10/2014,10:03:22.233,36.76,36.78,5354,3112
03/10/2014,10:03:22.745,36.76,36.78,5354,4362
03/10/2014,10:03:24.203,36.76,36.78,3,4362
03/10/2014,10:03:24.203,36.76,36.78,3,86
03/10/2014,10:03:24.715,36.76,36.78,3,1459
03/10/2014,10:03:25.260,36.76,36.78,3,1573
03/10/2014,10:03:25.771,36.76,36.78,3,1612
03/10/2014,10:03:26.820,36.75,36.78,3432,1612
03/10/2014,10:03:26.820,36.75,36.77,3432,20
03/10/2014,10:03:27.271,36.75,36.78,3432,643
03/10/2014,10:03:27.769,36.75,36.78,3910,643
03/10/2014,10:03:28.222,36.75,36.77,3910,5
03/10/2014,10:03:28.726,36.75,36.78,3910,643
03/10/2014,10:03:30.277,36.76,36.78,200,643
03/10/2014,10:03:31.304,36.76,36.78,200,1129
03/10/2014,10:03:39.314,36.76,36.78,851,1129
03/10/2014,10:03:39.314,36.76,36.79,851,529
03/10/2014,10:03:39.803,36.76,36.78,851,546
03/10/2014,10:03:40.317,36.76,36.78,201,546
03/10/2014,10:03:40.821,36.76,36.78,245,546
03/10/2014,10:03:40.821,36.76,36.78,245,781
03/10/2014,10:03:42.881,36.76,36.78,895,781
03/10/2014,10:03:42.881,36.76,36.78,895,224
03/10/2014,10:03:43.332,36.76,36.78,895,335
03/10/2014,10:03:43.808,36.76,36.78,245,335
03/10/2014,10:03:43.808,36.76,36.78,245,336
03/10/2014,10:03:45.334,36.76,36.78,245,117
03/10/2014,10:03:51.801,36.76,36.78,246,117
03/10/2014,10:03:51.801,36.76,36.78,246,8157
03/10/2014,10:03:52.323,36.76,36.78,246,11662
03/10/2014,10:03:52.862,36.76,36.78,2766,11662
03/10/2014,10:03:52.862,36.76,36.78,2766,11594
03/10/2014,10:03:53.414,36.75,36.78,1844,11594
03/10/2014,10:03:53.414,36.75,36.77,1844,663
