03/12/2014,12:58:14.403,0.66,664,0,,
03/12/2014,13:56:55.927,0.66,2143,0,,
03/12/2014,13:56:57.072,0.66,294,0,,
03/12/2014,14:15:21.053,0.665,28,0,,
03/12/2014,14:15:21.053,0.665,62,0,,
03/12/2014,14:15:21.053,0.665,1334,0,,
03/12/2014,14:15:21.053,0.665,100,0,,
03/12/2014,14:15:21.053,0.675,3000,0,,
03/12/2014,14:15:21.053,0.68,8016,0,,
03/12/2014,14:15:55.800,0.66,1677,0,,
03/12/2014,14:49:50.301,0.66,5204,0,,
03/12/2014,14:58:51.078,0.66,5000,0,,
03/12/2014,15:08:39.555,0.66,12425,0,,
03/12/2014,15:08:39.555,0.66,2032,0,,
03/12/2014,15:19:22.733,0.655,100,0,,
03/12/2014,15:25:20.415,0.655,4236,0,,
03/12/2014,15:25:20.588,0.655,2139,0,,
03/12/2014,15:29:11.930,0.655,3525,0,,
03/12/2014,15:29:11.930,0.655,2030,0,,
03/12/2014,15:29:37.842,0.655,5555,0,,
03/12/2014,15:34:26.290,0.655,1222,0,,
03/12/2014,15:42:13.779,0.655,2222,0,,
03/12/2014,15:46:15.847,0.655,2971,2,,
03/12/2014,15:46:15.847,0.65,5000,2,,
03/12/2014,15:46:15.847,0.65,3500,2,,
03/12/2014,15:46:15.847,0.65,1000,2,,
03/12/2014,15:46:15.847,0.645,2529,2,,
03/13/2014,13:51:06.040,0.655,3000,25,,
03/13/2014,13:51:06.040,0.66,5000,0,,
03/13/2014,13:51:34.684,0.65,889,0,,
03/13/2014,13:51:37.739,0.65,4111,0,,
03/13/2014,13:51:37.739,0.65,95889,0,,
03/13/2014,13:51:44.872,0.65,4111,0,,
03/13/2014,14:11:51.534,0.645,7000,0,,
03/13/2014,14:12:20.468,0.6475,2100,25,,
03/13/2014,14:12:20.468,0.6475,345,25,,
03/13/2014,14:12:20.479,0.65,2964,0,,
03/13/2014,14:12:20.479,0.66,13215,0,,
03/13/2014,14:12:20.479,0.66,1376,0,,
03/13/2014,15:27:17.787,0.645,5000,0,,
03/13/2014,15:46:30.983,0.6525,2100,25,,
03/13/2014,15:46:31.095,0.6525,417,25,,
03/13/2014,15:46:31.095,0.6525,417,25,,
03/13/2014,15:46:31.095,0.6525,1107,25,,
03/14/2014,10:04:57.785,0.645,44,2,,
03/14/2014,10:06:28.674,0.645,44,2,,
03/14/2014,10:07:59.682,0.645,44,2,,
03/14/2014,10:09:30.801,0.645,44,2,,
03/14/2014,10:11:02.007,0.645,44,2,,
03/14/2014,10:12:32.884,0.645,44,2,,
03/14/2014,10:14:03.964,0.645,44,2,,
03/14/2014,10:15:35.175,0.645,44,2,,
03/14/2014,10:17:06.141,0.645,2,2,,
03/14/2014,10:17:06.141,0.645,42,2,,
03/14/2014,10:18:37.080,0.645,44,2,,
03/14/2014,10:20:08.139,0.645,43,2,,
03/14/2014,10:21:39.217,0.645,44,2,,
03/14/2014,10:23:10.323,0.645,44,2,,
03/14/2014,10:24:41.357,0.645,44,2,,
03/14/2014,10:26:12.592,0.645,44,2,,
03/14/2014,10:27:43.528,0.645,44,2,,
03/14/2014,10:29:14.543,0.645,44,2,,
03/14/2014,10:30:45.772,0.645,44,2,,
03/14/2014,10:32:16.657,0.645,42,2,,
03/14/2014,10:34:00.750,0.645,41,2,,
03/14/2014,10:35:44.815,0.645,40,2,,
03/14/2014,10:37:29.006,0.645,40,2,,
03/14/2014,10:39:13.097,0.645,40,0,,
03/14/2014,10:40:57.079,0.645,40,0,,
03/14/2014,10:42:37.752,0.645,201,0,,
03/14/2014,10:42:37.752,0.64,783,2,,
03/14/2014,10:42:37.752,0.635,617,2,,
03/14/2014,10:42:37.752,0.63,10000,2,,
03/14/2014,10:42:37.752,0.62,2482,2,,
03/14/2014,10:42:55.324,0.62,21,0,,
03/14/2014,10:43:07.331,0.6275,1,25,,
03/14/2014,10:43:07.438,0.635,82,0,,
03/14/2014,10:43:08.454,0.62,10,0,,
03/14/2014,10:43:15.305,0.6275,1,25,,
03/14/2014,10:43:15.333,0.635,41,0,,
03/14/2014,10:43:15.333,0.635,41,0,,
03/14/2014,10:43:16.607,0.62,10,0,,
03/14/2014,10:43:23.333,0.6275,1,25,,
03/14/2014,10:43:23.341,0.635,41,0,,
03/14/2014,10:43:23.341,0.635,41,0,,
03/14/2014,11:15:30.255,0.645,2313,0,,
03/14/2014,11:15:30.255,0.645,40,2,,
03/14/2014,11:15:30.255,0.645,39,2,,
03/14/2014,11:15:30.255,0.65,4608,0,,
03/14/2014,11:57:27.910,0.64,2739,0,,
03/14/2014,11:57:35.835,0.64,2739,0,,
03/14/2014,11:57:35.835,0.64,38,0,,
03/14/2014,11:57:35.835,0.64,39,0,,
03/14/2014,11:57:43.895,0.64,744,0,,
03/14/2014,13:10:07.553,0.64,800,0,,
03/14/2014,13:10:37.533,0.64,342,0,,
03/14/2014,13:13:48.242,0.64,358,0,,
03/14/2014,13:13:48.354,0.64,442,0,,
03/14/2014,13:13:48.649,0.63,287,2,,
03/14/2014,13:13:48.649,0.635,64,0,,
03/14/2014,13:13:56.669,0.64,402,0,,
03/14/2014,13:28:20.121,0.63,63,2,,
03/14/2014,13:32:01.377,0.63,67,2,,
03/14/2014,13:32:31.343,0.635,56,0,,
03/14/2014,13:35:55.555,0.63,69,2,,
03/14/2014,13:38:05.556,0.63,69,2,,
03/14/2014,13:38:35.473,0.635,5,0,,
03/14/2014,13:38:43.440,0.635,54,0,,
03/14/2014,13:41:59.637,0.63,65,2,,
03/14/2014,13:44:09.776,0.63,69,2,,
03/14/2014,13:44:39.738,0.635,7,0,,
03/14/2014,13:45:17.805,0.635,51,0,,
03/14/2014,13:48:16.911,0.63,70,2,,
03/14/2014,13:50:14.024,0.63,62,2,,
03/14/2014,13:50:44.062,0.635,13,0,,
03/14/2014,13:50:52.059,0.635,43,0,,
03/14/2014,13:53:55.179,0.63,66,2,,
03/14/2014,13:56:05.346,0.63,69,2,,
03/14/2014,13:56:35.297,0.635,17,0,,
03/14/2014,13:56:43.248,0.64,41,0,,
03/14/2014,13:58:41.459,0.63,66,2,,
03/14/2014,14:00:51.488,0.63,69,2,,
03/14/2014,14:01:21.556,0.635,58,0,,
03/14/2014,14:03:53.596,0.63,68,2,,
03/14/2014,14:05:37.647,0.63,72,2,,
03/14/2014,14:06:07.653,0.635,2,0,,
03/14/2014,14:06:15.662,0.635,58,0,,
03/14/2014,14:08:39.759,0.63,64,2,,
03/14/2014,14:10:10.926,0.63,64,2,,
03/14/2014,14:10:40.813,0.635,5,0,,
03/14/2014,14:10:48.898,0.635,50,0,,
03/14/2014,14:13:00.002,0.63,64,2,,
03/14/2014,14:14:31.087,0.63,64,2,,
03/14/2014,14:15:31.006,0.635,12,0,,
03/14/2014,14:15:39.062,0.635,43,0,,
03/14/2014,14:17:20.221,0.63,64,2,,
03/14/2014,14:19:04.185,0.63,72,2,,
03/14/2014,14:19:34.256,0.635,18,0,,
03/14/2014,14:19:42.250,0.635,40,0,,
03/14/2014,14:22:06.729,0.63,71,2,,
03/14/2014,14:23:50.410,0.63,73,2,,
03/14/2014,14:24:20.449,0.635,19,0,,
03/14/2014,14:24:28.418,0.635,43,0,,
03/14/2014,14:26:52.619,0.63,60,2,,
03/14/2014,14:28:23.804,0.63,64,2,,
03/14/2014,14:28:53.700,0.635,21,0,,
03/14/2014,14:30:20.794,0.63,60,2,,
03/14/2014,14:30:20.794,0.635,57,0,,
03/14/2014,14:33:48.910,0.63,68,2,,
03/14/2014,14:35:46.070,0.63,67,2,,
03/14/2014,14:37:43.065,0.63,68,2,,
03/14/2014,14:39:40.049,0.63,68,2,,
03/14/2014,14:41:24.145,0.63,19,2,,
03/14/2014,15:26:08.113,0.63,377,0,,
03/14/2014,15:57:56.450,0.63,1770,2,,
03/14/2014,15:59:31.631,0.63,612,2,,
03/14/2014,15:59:31.631,0.63,341,0,,
