03/10/2014,10:13:34.553,0.67,8216,0,,
03/10/2014,10:13:34.553,0.67,784,2,,
03/10/2014,10:21:23.977,0.67,3000,0,,
03/10/2014,11:16:11.355,0.67,1469,0,,
03/10/2014,11:29:15.863,0.675,120,0,,
03/10/2014,11:49:51.279,0.675,14000,0,,
03/10/2014,12:00:08.830,0.675,100,0,,
03/10/2014,12:15:08.408,0.675,100,0,,
03/10/2014,14:13:19.874,0.68,1827,0,,
03/10/2014,14:13:19.874,0.69,4108,0,,
03/10/2014,14:13:19.874,0.695,4065,2,,
03/10/2014,14:22:56.619,0.69,2279,0,,
03/10/2014,14:22:56.619,0.69,8526,0,,
03/10/2014,14:23:33.147,0.695,2279,0,,
03/10/2014,14:23:36.055,0.695,2794,0,,
03/10/2014,14:25:58.998,0.69,60000,0,,
03/10/2014,14:26:19.119,0.695,862,2,,
03/10/2014,14:26:19.119,0.695,100,0,,
03/10/2014,14:26:19.119,0.695,696,0,,
03/11/2014,11:55:16.833,0.69,9000,0,,
03/11/2014,11:55:17.283,0.69,1000,0,,
03/11/2014,11:55:29.407,0.685,150,0,,
03/11/2014,11:55:30.422,0.685,37,0,,
03/11/2014,11:55:32.164,0.685,19813,0,,
03/11/2014,11:55:47.646,0.68,3500,0,,
03/11/2014,11:55:48.598,0.675,680,0,,
03/11/2014,11:55:57.842,0.67,300,0,,
03/11/2014,11:56:02.845,0.67,148,0,,
03/11/2014,12:01:33.592,0.67,28,0,,
03/11/2014,12:01:44.953,0.67,139,0,,
03/11/2014,12:07:13.079,0.67,27,0,,
03/11/2014,12:07:24.083,0.67,141,0,,
03/11/2014,12:12:51.815,0.67,27,0,,
03/11/2014,12:13:02.963,0.67,140,0,,
03/11/2014,12:36:00.982,0.67,26,0,,
03/11/2014,12:36:11.997,0.67,146,0,,
03/11/2014,12:40:19.132,0.6725,5000,25,,
03/11/2014,13:01:49.478,0.67,981,0,,
03/11/2014,13:02:01.003,0.67,144,0,,
03/11/2014,13:30:44.413,0.67,27,0,,
03/11/2014,13:30:54.999,0.67,143,0,,
03/11/2014,13:50:37.894,0.67,27,0,,
03/11/2014,13:50:49.090,0.67,147,0,,
03/11/2014,14:09:26.974,0.67,28,0,,
03/11/2014,14:09:37.994,0.67,148,0,,
03/11/2014,14:26:30.665,0.67,28,0,,
03/11/2014,14:26:41.948,0.67,150,0,,
03/11/2014,14:42:40.048,0.67,29,0,,
03/11/2014,14:42:51.018,0.67,137,0,,
03/11/2014,14:56:08.242,0.67,26,0,,
03/11/2014,14:56:19.981,0.67,139,0,,
03/11/2014,15:08:57.849,0.67,27,0,,
03/11/2014,15:09:08.981,0.67,139,0,,
03/11/2014,15:20:37.512,0.67,26,0,,
03/11/2014,15:20:48.031,0.67,149,0,,
03/11/2014,15:31:26.547,0.67,28,0,,
03/11/2014,15:31:37.031,0.67,146,0,,
03/11/2014,15:41:05.499,0.67,28,0,,
03/11/2014,15:41:16.133,0.67,145,0,,
03/11/2014,15:50:03.953,0.67,28,0,,
03/11/2014,15:50:15.116,0.67,138,0,,
03/11/2014,15:54:14.440,0.67,26,0,,
03/12/2014,11:05:51.322,0.67,6602,2,,
03/12/2014,11:05:51.322,0.67,1500,2,,
03/12/2014,11:05:51.322,0.665,3000,0,,
03/12/2014,11:05:51.322,0.66,8898,2,,
03/12/2014,11:12:04.271,0.66,410,0,,
03/12/2014,11:12:51.203,0.66,11,0,,
03/12/2014,11:12:51.879,0.66,1,0,,
03/12/2014,11:19:28.318,0.66,103,0,,
03/12/2014,11:19:29.366,0.66,14,0,,
03/12/2014,11:26:05.579,0.665,3,0,,
03/12/2014,11:26:06.933,0.665,97,0,,
03/12/2014,11:32:44.602,0.66,25,0,,
03/12/2014,12:58:12.622,0.66,5555,0,,
