03/10/2014,08:04:28.601,63.545,17320,3,X,
03/10/2014,10:06:41.395,62.62,50,0,,
03/10/2014,10:06:41.395,62.62,2,0,,
03/10/2014,10:06:41.395,62.62,10,0,,
03/10/2014,10:06:41.395,62.62,79,0,,
03/10/2014,10:06:41.395,62.61,100,0,,
03/10/2014,10:06:41.395,62.61,2,0,,
03/10/2014,10:06:41.395,62.6,400,0,,
03/10/2014,10:06:41.395,62.6,20,0,,
03/10/2014,10:06:41.395,62.6,40,0,,
03/10/2014,10:06:41.395,62.6,40,0,,
03/10/2014,10:06:41.395,62.55,3,2,,
03/10/2014,10:06:41.555,62.6,242,0,,
03/10/2014,10:06:41.555,62.61,24,0,,
03/10/2014,10:06:41.893,62.55,76,0,,
03/10/2014,10:06:42.082,62.55,253,0,,
03/10/2014,10:06:42.110,62.55,45,0,,
03/10/2014,10:06:42.400,62.55,2321,0,,
03/10/2014,10:06:42.569,62.6,34,0,,
03/10/2014,10:06:42.569,62.6,26,0,,
03/10/2014,10:06:42.569,62.6,88,0,,
03/10/2014,10:06:42.569,62.61,10,0,,
03/10/2014,10:06:42.794,62.55,48,0,,
03/10/2014,10:06:42.794,62.55,37,0,,
03/10/2014,10:06:42.794,62.61,87,0,,
03/10/2014,10:06:43.006,62.61,15,0,,
03/10/2014,10:06:43.019,62.61,79,0,,
03/10/2014,10:06:43.374,62.61,20,0,,
03/10/2014,10:06:43.590,62.61,9,0,,
03/10/2014,10:06:43.825,62.61,1,0,,
03/10/2014,10:06:43.901,62.61,1,0,,
03/10/2014,10:06:48.710,62.625,31,25,,
03/10/2014,10:06:48.710,62.64,44,0,,
03/10/2014,10:06:48.710,62.64,1900,0,,
03/10/2014,10:06:48.710,62.64,24,0,,
03/10/2014,10:06:48.710,62.64,111,0,,
03/10/2014,10:06:48.710,62.64,302,0,,
03/10/2014,10:06:48.715,62.64,86,0,,
03/10/2014,10:06:48.828,62.65,79,0,,
03/10/2014,10:06:48.828,62.65,87,0,,
03/10/2014,10:06:48.828,62.65,119,0,,
03/10/2014,10:06:48.828,62.65,67,0,,
03/10/2014,10:06:48.828,62.66,156,0,,
03/10/2014,10:06:48.828,62.64,7456,2,,
03/10/2014,10:06:50.544,62.64,50,0,,
03/10/2014,10:06:51.272,62.64,5000,0,,
03/10/2014,10:06:54.127,62.61,155,0,,
03/10/2014,10:06:59.408,62.6,111,0,,
03/10/2014,10:07:04.547,62.6,2389,0,,
03/10/2014,10:07:04.547,62.6,2,0,,
03/10/2014,10:07:04.547,62.6,17,0,,
03/10/2014,10:07:04.547,62.61,160,0,,
03/10/2014,10:07:04.547,62.62,160,0,,
03/10/2014,10:07:04.547,62.62,38,0,,
03/10/2014,10:07:04.547,62.63,19,0,,
03/10/2014,10:07:04.547,62.63,87,0,,
03/10/2014,10:07:04.547,62.64,80,0,,
03/10/2014,10:07:04.547,62.65,20,0,,
03/10/2014,10:07:04.660,62.63,300,0,,
03/10/2014,10:07:04.885,62.63,339,0,,
03/10/2014,10:07:05.173,62.64,92,0,,
03/10/2014,10:07:06.089,62.65,35,0,,
03/10/2014,10:07:06.089,62.65,1,0,,
03/10/2014,10:07:06.169,62.64,99,0,,
03/10/2014,10:07:06.463,62.64,64,0,,
03/10/2014,10:07:06.463,62.64,35,0,,
03/10/2014,10:07:06.978,62.64,99,0,,
03/10/2014,10:07:08.677,62.64,102,0,,
03/10/2014,10:07:08.830,62.63,200,0,,
03/10/2014,10:07:09.413,62.64,23,0,,
03/10/2014,10:07:09.526,62.64,25,0,,
03/10/2014,10:07:10.190,62.64,20,2,,
03/10/2014,10:07:11.892,62.64,3,0,,
03/10/2014,10:07:11.892,62.64,20,0,,
03/10/2014,10:07:12.115,62.64,1,0,,
03/10/2014,10:07:12.115,62.64,23,0,,
03/10/2014,10:07:12.115,62.63,4976,0,,
03/10/2014,10:07:13.862,62.64,24,0,,
03/10/2014,10:07:13.862,62.64,18,0,,
03/10/2014,10:07:13.862,62.65,1000,0,,
03/10/2014,10:07:13.862,62.65,8,0,,
03/10/2014,10:07:13.862,62.65,850,0,,
03/10/2014,10:07:13.862,62.63,729,2,,
03/10/2014,10:07:13.862,62.63,584,0,,
03/10/2014,10:07:13.862,62.63,266,0,,
03/10/2014,10:07:13.974,62.57,130,0,,
